,Comments,Labels
264,Ou kapave bousse ou ....marchan legume p tire la vie apre ou vine rode conponsation day lkee aller dow,0
265,"L'année dernière bien monte tou prix, sa l'année p plaigner.. KARMA! Sorry..",0
266,Ggn ner mm quand p guet so figir😤,0
267,Li fou sa pi...la donne sa 1bouteille rum do so la fiere capave bc,0
268,Car zot pe Fer dominier ek dimoune ki bisin Don zot dir zot arett Fer dominier OK Raj to n bon camarad r mw arett rentre Dan sa banla zott zafer,0
269,Moi mo faire ENE appelle au Govt ki Ban Consommateur bizin gagne ENE COMPENSATION!!!,0
270,Li mark role sa pln la.,0
271,So ler pone la pa prnd li compte,0
272,Ou p faire rye🤣🤣🤣,0
273,guette la chaine lor couma dire ena parfun legume,0
274,Geerja Bipin confinement 2020 😂😂😂😂😂,0
275,Fou sa inn tombe par la tet,0
276,Prix la p enflamé pas assez meme??,0
277,Zot pe met la main Dan la gorge dim r sa bne prix crime. La .pa assez mem,0
278,Zot Meme Richie Riche pour le moment Ki compensation p Roder,0
279,Jenita Koolc pas kzer pdamour foD get prix apres p vine rod compensation,0
280,Li fer riyer sa boug la 🤣🤣🤣🤣,0
281,Govt bizin pa donn zott enn ferfoot.. Govt bizin aide plito bann dimoun ki péna manger dan zott la case..,0
282,Bous morso ou kiwi.,0
283,Dire zot prand plo,0
284,"Li p badiner, li p met Ene joke la mo croire",0
285,Ki lin fimer kmsa? Mwenvi ggn mem nissa 🤔,0
286,Zot gourmand Cass .. zot p fini dimoune legumes Mari chere ...,0
287,annee derniere to ti fer vise,0
288,Zot ti pe ti lavie aster zot pe envi prend lavie la,0
289,To fine contend avec banne commente la,0
290,Si ou ti p dire planteur zot ki investie gros,0
291,Zot mem acter la chacha...pa abuser..deza kitsoz ki zot pa atan zot p ggner soutapi,0
292,La honte lor toi comme dit Mr PRB,0
293,Ehhh bousse ou kiwi ale ou legumes trankil pareille kuma tout marchand p fer....ou p rod kas fasil...,0
294,Sa pi ....la so la tete bon sa,0
295,Zot pou gagne 2250 rs couma self employed non,0
296,Compensation?,0
297,"al get sa ban zot lacaz
ban meuble zot ena
combien Voiture devant la porte
combien terain in aster
combien dans la Banque
combien voyage in faire
m r a al faire enquette",0
298,Boss ou pe fer ene joke la 😂😂😂,0
299,Ti manque li tuseul. Think li fine mange so L'Amour propre,0
300,Marchand fruit et legumes faire dominaire.. zot rode tou location pou augmente prix..,0
301,Boss sa ban Marchand la zot fr crime lepok karem dire zot pays insurance pa vin rod rle,0
302,bizin pa done zt p vent legumes mari ser,0
303,"Ler ti p gagne gros proffi to Pa ti partager, aster to p rod cas, ena pli dan bez ki toi bizin Donner.",0
304,Ou la téte bon,0
305,Tultmp marchand légume mem ki ggne aret contn l'argent,0
306,Ouiii pe vini joue la,0
307,Tou sa problem la allo aret mange legume,0
308,Li chien kine mange so L'Amour propre la aussi ine mort,0
309,To fou? Dne Compensation pu bne marchand poule poisson👹 marchand fruits legume p travay zot!,0
310,Shal Bmd Calmos ser 🤣,0
311,Nazleen Haulkhory-Baichoo li p bat dan latet boug la! P koner dimoune pena travay ici?👹👹,0
312,Shal Bmd 😆🤣,0
313,Pa pe gay tor Lacie SA foi pa,0
314,marchand legumes??? tone Pagla mo croire...,0
315,Ou cone Bousou ??,0
316,Sa kalite zot p vend legume cher la e zt ggn pu rod compensation tou lorla.. ey met serye la do,0
317,Ene zot p deja vend mari cher..lorla compensation. Bezz sa,0
318,Légume p vent Prix l'or SA cha-cha la p rode compensation ....😂,0
319,nek zotte rode compensation!!! 🇲🇺 inn vine capital lemonde RODEURS BOUTE!!! 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ dimune ki enbas li bizin vive are 2000rs!!!,0
320,Hein ki fr pas p trv... Marchand laviand ki pou fr bazar frme m pas trv ki sanla m bizin al guete,0
321,Hey faire tik tok sa man,0
322,Ein to serye ????,0
323,Zot ti bizin pas ferme ..bazar ....a cause sa lepep ..p paye legume chere ..bazar ti fair meme system ..ki supermarket,0
324,Sa salaire 10000 roupies qui gouvernement ine donne la pas vaut nanien azordi parceki tous prix ine augmente x 10. Gouvernement pas faire nanien li laisse faire.,0
325,Ena buku seki pa marchand legume p vend legume..ena in vin planteur tou,0
326,tchiouuu.. hey risse caleche do,0
327,Li p bate dans latet sa bougre la,0
328,Boss dire moi qui Prix legumes actuelment lot marche pena aucune qui enbas rs 39,0
329,Marchand legumes p abuser.ki compensation p rode.zot p fer dominer.legumes trop cher.to mank rle tw boss.,0
330,"Compensation pou marchand legumes? Donne compensation planteur la! 90% zeffort planteur la ki faire, pas marchand!",0
331,Marchant fruit e legume ou p encr rapel denier comfimnt ki prix ti p vend zot legume,0
332,"Kan marsan legum perdi
Soleil for zot rod compensation
Lapli com.....
Lasestresss com....
Kan karem pri monter
Aster cofinment com....
.",0
333,Compensation ....1livres GIROMON VEND 80RS...POMME DAMOUR mettre cravatte les zottes pas czer....vine dire moi compensation,0
334,Zotte pe faire lor vendre prix exagerer qui allowance zotte pe roder,0
335,???? 🤔🤔 seriously ??? it must be a joke !!!! 🤣🤣🤣,0
336,T fou toi t koner ena marsan legumes kuma ine met confinement ine travay pou 100k rs la vente ki t p kozer,0
337,Donne zotes ene compensation 2500k ! QUAND CONFINEMENT FINI FAIT REMBOURSE A ZOTES 10 MILLES ROUPIES ! 🤣🤣🤣🤣😜😜😜,0
338,Permit gratuite taler acause ou toute general retailer pou besoin peye 6000mur,0
339,Mo croire ou envie gagne clack 🤣,0
340,Jhante to pou gagner,0
341,Komik,0
342,Blake Bourbon,0
343,To conne boussou...,0
344,No compensation .....,0
345,Pratish Jeetun,0
346,Karma sa 3 pomme damour 35 rs,0
347,Ou p fou ou mamoo,0
348,Enkor compensation.,0
349,Prand pitol,0
350,Prand lagrain,0
351,Be pou marchant gato,0
352,Bousou nam hein tera,0
353,Kunal Rambrichh,0
354,Eski to fou ou to p declare fou???🤔,0
355,No way boss 😎,0
356,Hahaha,0
357,What !,0
358,Pou planter????,0
359,FIM synthe kisa😂😂😂,0
360,Aret fr gourman 🙄,0
361,😂😂🤣 Nonsense,0
362,Blague du jour..,0
363,800 en melondo Al comprend,0
364,Met seryer!!,0
365,Outra Utchanah,0
366,WTF...,0
367,9ì,0
368,To fou tw,0
369,Pou planter zero,0
370,Al get misie skc surat,0
371,Ki vrai...,0
372,Ki ti vote la cuosine,0
373,B oui,0
374,Celinda Denis,0
375,Fim simik sanla 😂🤣,0
376,Good joke.💁‍♀️ jespere C pas le 1d'arvil 😜,0
377,Anju Rohee banla mem bsn dne nu imP cash la,0
378,Hamant Dulthummon,0
379,To la tet pa bon,0
380,TO PAS HONTER DOMINER ZOT P FAIRE 1 LECHOU 312RS,0
381,Bravo Jean Francois,0
382,No comment just shocked..,0
383,Devina Balkeea,0
384,eta bouurrre toi endan,0
385,Best joke of the year,0
386,Kervin Bienvenu,0
387,Good joke.,0
388,Have some self respect Mr Appadu 🙄😏😂😂,0
389,ءزير سدؤلا,0
390,Zot fou,0
391,Tout a fait dacord nini,0
392,Met serier do mamou,0
393,ARET SOUCE CUMSA,0
394,Ou p jouer boss,0
395,Hope Prosperous,0
396,FaceBook bien bizin mét 1 click Fk u mo trvé,0
397,Tir cash dan to poche to paye zot,0
398,To pe tom par la tete gogo,0
399,Banla mem pou bizin donn lezit cinpensation,0
400,zot pe Mort pou cash zot content cash tou le jour sa,0
401,ALA to compensation boss,0
402,Mo croir to ene cocovid,0
403,My foot,0
404,Lichien fou in morde ou bosss,0
405,Good joke,0
406,To fou,0
407,Jăvēd,0
408,Leffet confinemen la sa Ton,0
409,Kieter????,0
410,Deja pres que pena place pour nous lor la p bizin prend Marins 🤔,0
411,Monica Hossenbux thats cheap a one,0
412,Mauriciens kan to lors paquebot touristique ti p rode rentre dans pays ti p faire zot atan au large pas laisse zot accoster aster ban marins russe vini avec so covid la porte ouvert grand mo diman moi sipa noune voter pou ki zot travail pou étranger sa banla,0
413,J’ai téléphoner à puttin ... il s’en fout complètement,0
414,Iz No Gud li koné ile maurice existé 🤔🤔,0
415,Amélie Chellen oui oui li connais mais il s’en fout aussi ... c’est un rustre ... non russe,0
416,"Mo koir ine ariv lr pu tir confinement car mm cas p augmenté rien pa p changer dimoune ggn permi pu sorti, pu prend bus, ale travail et le pire avoy enfant composé ou trouve sa logique? Pay la en crise de pandemi tou les jour nouveau cas la osi ggn droit sorti mm. Apres zot etoné kan ggn nouveau cas C'est du nerporte koi..",0
417,"Nushreen Torabally c vrai.suis d'accord..kan dir pa pou ena lecole pa pou Ena examens bane parents pleinier..nepli coner ki pou fer..met confinement dimoune pleinier..tir confinement dimoune pleinier,nou même pe devire nou en ba loa pa coner ki pou decider",0
418,Rose Marie Telcide aufait ou kine bien dir!!!,0
419,"Nushreen Torabally dans no 15 , non en tout cas",0
420,Rose Marie Telcide c vre tou c ki ou fer dimun i coz ou..,0
421,Lae Ticha et oui,0
422,Nushreen Torabally sa oui bien dire..,0
423,Rose Marie Telcide sa meme lile Moris,0
424,Balraj Pentayah je comprend pas votre commentaire,0
425,Rose Marie Telcide toujour des insatisfait dan nimport ki condition,0
426,Nushreen Torabally tout a fait raison,0
427,"Donc les Seychelles ne sont pas ‘safe’ non plus... Je n’en dis pas plus, ça va faire le buzz !",0
428,Eski 2 Marins là ine faire tests Pêcheuuuur? #PCR,0
429,Garnet Lai to gagne mari nissa Ek jeux de mots toi😂,0
430,Vanessa Grimaud Wai sameme dada😂,0
431,"Ena lock down dans moris?
G un gros doute
🤔🤔🤔🙄",0
432,Danou Izi pas dans le port sa bato li dhor fine ale pran zot et fine met dans 40En,0
433,Nou pa p fouti travail ar lock down nou ena fami zenfant pou nouri tou dimoun bizin prend so prope responsablite apran vive r li si contignie coumsa boucou dimoun pou mort san manze si pa travail,0
434,Sandra Ramborough courage Sis,0
435,La mo trouver ki vraimem zaffair pa bon dutou ek ki sa gouvernma la pa pe protez lepep dutou...la flamme pou dan Maurice juska pa pou conet dan ki coin pou alle casiet...pa facile dutou ek sa ban cocovid la....apres pou met full lockdown cot la population ki souffert...sa mauvais L'image la montre lepep ki zot envi Maurice a genou net....apres pou vine discut dan parlement pou dir cot in fauter.....,0
436,Jaumally Salim ki ou propose! Partt fete dan Morice!,0
437,Jaumally Salim Tonn gagne degree facebook university twa dapres lord,0
438,Kshitij Aryan apart coze racist communal to pa trouve ene bon coze pou coze ek mo trouver ce zis zot mem ki coz coumsa....aret sa ban mentaliter la....,0
439,Arvind Chandra Sen Bhagan :apart commentair racist communal to pa trouve ene bon coze pou coze...mo trouve ce zis zot mem ki coz coumsa...aret sa ban mentalite la....,0
440,Jaumally Salim lol. to dakor to raciste.,0
441,Arvind Chandra Sen Bhagan :ki arriver virus la pe prend toi....to pou aller mem ar moi couma ene deregler....mo comment pou moi cot to problem ete????,0
442,to 1 raciste certifié. samem to pena lezot cozer pu cozé.,0
443,Attention virus rante dans poson Couma fruit et legume.,0
444,L'île Maurice c un plaisir💯,0
445,Yier ti ena ene ti gagne malaria🤨,0
446,Seebaruth Sweta exactement,0
447,Seebaruth Sweta moi aussi monn lire ça..suspecté gaigne malaria et zot inn admette lopital🤔,0
448,Seebaruth Sweta malaria .tuberculose.dengue .chikunkunia. tou sala cinema. Apres pe vin dire ou covid free.,0
449,Et voila Kan PA ferme sa frontiere la nou mauricien mort ki traca pravin Gagner Kan so fami en securiter total lock down twa mauricien mort😡,0
450,frontieres pa fermé normalement?,0
451,Pourquoi nous avons besoin poissons de Singapore???,0
452,Pecheurs mauricien bizin al la peche par ordre alphabetic .sa bane la sans nom zot al tou les jours.,0
453,Corinne Onil a b lot cout bizn fer dimun cki vin par avion bato rente dan pays par lorde alphabetic🥴🤧✌,0
454,Corinne Onil mo mari pas travail depuis 2 semaines sur St brandon. Zotte poisson pas pe vende perna bayan. Étranger pe vine vendre poisson dans Maurice.,0
455,ene ban imcompetent,0
456,Zot p tourne la population en bas la haut et 1er ministre pa tane ditou.ministre finance fer clip envoy lor mbc,0
457,Corinne Onil ou ena reason zot rentre direct pas bisin order alphabetic zot mem amen malade apres zot cassiette taler Pou ena soumarin poi vini tout la,0
458,Banne dan 40 n la aussi sir besoins ENA positive sa ré fan sa partout encor la même pa cône côte zote in passer ou pas massacre pou ENA dan Maurice pou trouve dimoune p grainé coumae zanbalak,0
459,Il faut vraiment prendre ses précautions avec ces bâteaux qui entrent et qui sortent....,0
460,Eh ban etranger svp aret rent dan nu pays nu pa bzn zott merci laisse nu viv en paix pa gne conte cuma tou sa molol la gn rent dan nu pays cumsa lautorite dapre lordre fer picnik sa dan plas fr zt travay,0
461,Angel Sha vous êtes bien content quand les touristes payent ds votre pays.C est grâce aux touristes que l île Maurice peut vivre,0
462,L'année dernière bateaux croisière ti peu acoste pou de posse mauriciens banner sauvage la zottes pas ti oule la étrange zottes faire lèche beauté pou mo pas dir lote mau,0
463,"Bateau la peche p vini mai kan banne mauricien travay lor croisire ti p envi retourne par bateau pa gagne droite
Ti nom zot covid carrier
Zordi 2eme vague p passer mai pa konner ki sa vip patient zero la sa",0
464,"Reetisha Sooknundon Sa ou bizin demann missier bodha. li p fer bel bel declarations lor lapresse, mais kan ti minis pa ti p trouve li ni tann li",0
465,Eski vraiem ena confinement dans maurice ?,0
466,Lubna Choomka non in fini tirer sans informer sa,0
467,"B Kuma sa bnn bato la p rentr dn le port si pozer partou fermer, ki drouler sa😠😠😠😡😡😡",0
468,YoSandi R Moonsamy hihihihi bar la rester ca,0
469,YoSandi R Moonsamy si ban bato pa rentrer fi nou pa pou gagne manger rien,0
470,YoSandi R Moonsamy to plant grain sec cot toi?🤔,0
471,What are going to do about the fish??and are they frozen??Things our authorities need to seriously look into.,0
472,I thought our borders were closed..WHEN WE SAY BORDERS WE MEAN AIR AND SEA..,0
473,Kalpana Nepaul yes well said,0
474,Kalpana Nepaul I have the same reaction.... Now we have an idea about who can be patient zero,0
475,Steeveland Duc our island is Wonder Land,0
476,Kalpana Nepaul borders are closed depending on the status of the person😡😡😡...we got a whole new meaning of closed borders and lockdown in mru🙄,0
477,Ena dimun egoiste in al fer 1 ta palab bizin ouvert frontiere samem gouvetnment ecouté,0
478,"Matt Vurden Bien sur que oui. Au lieu nous produire billet de banque, anou produire nourriture, dans place nous plante beton anou plante légumes et fruits. Pé dire nous, nous besoin aprane vivre avec le covid, nou pas ena choix. Hé bien voilà une façon pou adapté, nous pas besoin peur frontière fermé, nous besoins vitales comblés.",0
479,"Pa 1 lockdown sa
Partout open
Fek la marchand dipain in paC , derier li 125rs plato dizef ,derier li 50 rs galon crest la
😒",0
480,Nidhi K. Jeetoo rs125 Plato dizef.. Mari bon sa.. N. F p vend rs175🤭,0
481,"T p gne deal plato dizef la tw
Vin mare albert t pu gne dizef 125 alors 😂",0
482,Nidhi K. Jeetoo competition plein plein laba dapres lord🤭🤪🤣,0
483,Nidhi K. Jeetoo hahaha,0
484,"Nidhi K. Jeetoo
Ki Marchand sa... rode so contact numb... next tym li passe kot toi",0
485,"Jyotika Singh kot moem li paC
Pa bzn so num sa 🙂",0
486,Nidhi K. Jeetoo exacte dimoune lor chemin cumu narien du tou... Ena place bizin Dire Pena lockdown.. La foule dimoun kot Marchand legumes,0
487,Nidhi K. Jeetoo p touffer r riyer loooll🤣🤣🤣🤣,0
488,Frontier ferme just for airplane not for ship Need a TV 8D for mauritius movie team of jokers,0
